,log_GrLivArea,log_LotArea,log_MasVnrArea,bc_LotArea,yeo_TotalBsmtSF,yeo_GarageArea,log_WoodDeckSF,log_OpenPorchSF,log_price,log_first_FlrSF,OverallQual,OverallCond,BsmtFinSF1,YearBuilt,YearRemodAdd,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,TotRmsAbvGrd,Fireplaces
10,6.946975992135418,9.323669057283185,0.0,10.80802821304932,229.17065343570692,153.04987883637892,0.0,0.0,11.771436160121729,6.946975992135418,5,5,906,1965,1965,1,0,1,0,3,1,5,0
11,7.751045117971802,9.386308454797962,5.659482215759621,10.891699592647951,250.92659738519595,260.0418338312891,4.997212273764115,3.091042453358316,12.751299696013497,7.074963197966044,9,5,998,2005,2006,1,0,3,0,4,1,11,2
12,6.815639990074331,9.470240063415512,0.0,11.004066881414458,207.8525501248177,142.56230808809255,4.948759890378168,0.0,11.877568578558138,6.815639990074331,5,6,737,1962,1962,1,0,1,0,2,1,4,0
13,7.309212365692763,9.273502946933823,5.726847747587197,10.741135051821635,299.92916135575587,289.5745876588743,5.081404364984463,3.5263605246161616,12.540757571577291,7.309212365692763,7,5,0,2006,2007,0,0,2,0,3,1,7,1
14,7.133295954896068,9.298351249298896,5.3612921657094255,10.774255625308436,263.1981815879487,142.56230808809255,0.0,5.365976015021851,11.964001084330445,7.133295954896068,6,5,733,1960,1960,1,0,1,1,2,1,5,1
15,6.74993119378857,8.719317375506371,0.0,10.009034729917122,194.1341093946476,212.99080686304876,3.8918202981106265,4.727387818712341,11.790557201568507,6.74993119378857,7,8,0,1929,2001,0,0,1,0,2,1,5,0
16,6.911747300251674,9.327323087461798,5.198497031265826,10.812904677290517,223.2476317654535,183.58894020794867,0.0,0.0,11.911701584927597,6.911747300251674,6,7,578,1970,1970,1,0,1,0,2,1,5,1
17,7.16703787691222,9.286467732363734,0.0,10.75841277830275,0.0,194.73390792212024,0.0,0.0,11.407564949312402,7.16703787691222,4,5,0,1967,1967,0,0,2,0,2,2,6,0
18,7.01571242048723,9.524786081697178,0.0,11.077249491586615,241.18142509487325,212.99080686304876,0.0,4.634728988229636,11.976659481202368,7.01571242048723,5,5,646,2004,2004,1,0,1,1,3,1,6,0
19,7.199678345691172,8.930626469173578,0.0,10.286702149568924,227.36658354810595,123.0767333520323,0.0,0.0,11.842229212112828,7.199678345691172,5,6,504,1958,1965,0,0,1,0,3,1,6,0
20,7.773173680482536,9.5620530240851,5.942799375126701,11.127320409200275,248.22424696872724,293.21609705697495,5.484796933490655,5.043425116919247,12.692503112461443,7.05444965813294,8,5,0,2005,2006,0,0,3,1,4,1,9,1
21,7.010311867307229,8.915835074176277,0.0,10.26720659101174,159.13948680226542,118.26892624436718,0.0,0.0,11.845102777308561,7.010311867307229,7,7,0,1930,1950,0,0,1,0,3,1,6,1
22,7.492760300922379,9.184201714366488,5.641907070938114,10.622314481797378,341.1451947186104,200.2510356143257,5.147494476813453,5.075173815233827,12.345834587905333,7.492760300922379,8,5,0,2002,2002,0,0,2,0,3,1,7,1
23,6.966024187106113,8.348537825386098,0.0,9.526184393878186,229.17065343570692,211.78522965910034,4.61512051684126,4.709530201312334,11.77452020265869,6.966024187106113,5,7,840,1976,1976,1,0,1,0,3,1,6,1
24,6.966024187106113,9.017483513266844,0.0,10.401362902141138,232.43812561999192,114.8071154443438,6.008813185442595,4.51085950651685,11.944707881395766,6.966024187106113,5,8,188,1968,2001,1,0,1,0,3,1,6,1
25,7.3777589082278725,9.563107691083898,6.46302945692067,11.1287382734064,310.5947166137385,303.5238297830256,0.0,4.04305126783455,12.454103912352162,7.3777589082278725,8,5,0,2007,2007,0,0,2,0,3,1,7,1
26,6.802394763324311,8.881836305004146,0.0,10.222428879554961,205.8153844960615,212.99080686304876,5.407171771460119,3.4965075614664802,11.811547477460344,6.802394763324311,5,7,234,1951,2000,0,1,1,0,3,1,5,0
27,7.440733707389261,9.348187438668308,5.303304908059076,10.84075963908358,330.68831064002563,270.3485980387613,0.0,3.9318256327243257,12.631340380934517,7.440733707389261,8,5,1218,2007,2008,1,0,2,0,3,1,7,1
28,7.3777589082278725,9.700207901150696,0.0,11.313446447753556,298.43737057434765,131.55693261084946,5.666426688112432,5.556828061699537,12.24288661865289,7.3777589082278725,5,6,1277,1957,1997,1,0,1,0,2,1,6,2
29,6.253828811575473,8.752107198329362,0.0,10.052002757609229,136.8071407147218,104.27195617018407,3.912023005428146,0.0,11.134589024250317,6.253828811575473,4,6,0,1927,1950,0,0,1,0,1,1,4,0
30,7.183111701743281,9.047821442478408,0.0,10.441484950825428,161.3666609115631,107.80978563629292,0.0,4.007333185232471,10.596634733096073,6.47543271670409,4,4,0,1920,1950,0,0,1,0,3,1,6,0
31,7.113142108707088,9.052984561199976,0.0,10.44831695033534,259.287216742296,115.15436806261421,0.0,4.189654742026425,11.914047823644255,7.113142108707088,5,6,0,1966,2006,0,0,1,1,3,1,6,0
32,7.1180162044653335,9.310095205113175,0.0,10.789918137488627,260.22772276160987,184.8348505375304,0.0,3.4339872044851463,12.100156419938624,7.1180162044653335,8,5,0,2007,2007,0,0,2,0,3,1,7,0
33,7.438383530044307,9.26407069439715,0.0,10.728569366674122,285.497487257979,173.23364968690842,0.0,3.6635616461296463,12.016726473799254,7.438383530044307,5,5,1018,1959,1959,0,1,1,1,4,1,6,1
34,7.353081920515432,8.89740886527095,5.5093883366279774,10.242932704276626,309.8582381377606,206.94689194829297,5.318119993844216,3.871201010907891,12.533576212168626,7.353081920515432,9,5,1153,2005,2005,1,0,2,0,2,1,6,1
35,7.804659297056102,9.504352368122833,4.890349128221754,11.049819774382955,241.66388811299933,247.02340406598833,4.736198448394496,3.4965075614664802,12.641096555879882,7.0317412587631285,8,5,0,2004,2005,0,0,3,1,4,1,9,1
36,7.00033446027523,9.2927495082169,0.0,10.766786779713023,238.44104684622175,241.4791565063867,5.973809611869261,4.174387269895637,11.884489021402711,7.00033446027523,5,5,0,1994,1995,0,0,1,1,3,1,6,0
37,7.167809184316444,9.05157907959124,6.478509642208569,10.446457065160208,270.03259846362727,189.1803981446356,0.0,0.0,11.938193200374572,7.167809184316444,5,6,1213,1954,1990,0,1,1,0,3,1,5,1
38,6.963189985870238,8.977398978181862,0.0,10.348408655080402,231.94903411685942,106.39790610891804,0.0,3.970291913552122,11.59910316121128,6.963189985870238,5,7,731,1953,2007,1,0,1,0,3,1,5,0
39,7.049254841255837,8.706159290928861,0.0,9.991804532969043,0.0,0.0,0.0,0.0,11.314474526246391,7.049254841255837,4,5,0,1955,1955,0,0,2,0,2,2,6,0
40,7.188412736496954,9.066239028001926,4.624972813284271,10.46586067261907,236.9857900753834,171.01884976582272,0.0,4.9344739331306915,11.982929094215963,7.188412736496954,6,5,643,1965,1965,0,0,2,0,3,1,6,1
41,7.191429330036379,9.735364715141987,0.0,11.360937823816078,278.18542719506513,127.84165049337814,0.0,4.653960350157523,12.043553716032399,7.191429330036379,5,6,967,1959,1959,0,1,1,1,2,1,5,2
42,6.784457062637643,9.124782483614537,0.0,10.543435419556266,195.52092191352273,191.0357046863262,5.484796933490655,0.0,11.877568578558138,6.784457062637643,5,7,747,1983,1983,1,0,1,0,2,1,5,0
43,6.843749949006225,9.126958763037132,0.0,10.546321873558439,212.2426817014745,127.84165049337814,4.983606621708336,0.0,11.777210959615614,6.843749949006225,5,6,280,1975,1980,1,0,1,0,3,1,5,0
44,7.047517221357296,8.980298078970817,0.0,10.352236350304441,246.94898592732932,125.1239529533799,0.0,0.0,11.856515169360305,7.047517221357296,5,6,179,1959,1959,1,0,1,0,3,1,6,0
45,7.468513271496337,8.943506132037239,6.023447592961033,10.303685250425241,337.5768867895229,212.99080686304876,5.2832037287379885,4.418840607796598,12.675763725937609,7.468513271496337,9,5,456,2005,2005,1,0,2,0,2,1,6,1
46,7.67275789664251,9.458917724547202,0.0,10.988891545548123,290.93869045316194,240.8938453934392,5.1298987149230735,3.784189633918261,12.387085012375499,7.325148957955575,7,5,1351,2003,2003,1,0,1,1,1,1,6,1
47,7.412160334945205,9.314339961994667,0.0,10.795580625229684,323.74904214060405,285.64105709574244,0.0,4.990432586778736,12.428015476267865,7.412160334945205,8,5,24,2006,2006,0,0,2,0,3,1,7,0
48,7.280697195384741,8.40200678160712,0.0,9.595473321650262,177.20862930019348,0.0,0.0,0.0,11.635143097694478,6.601230118728877,4,5,0,1920,2008,0,0,2,0,2,3,8,0
49,6.86171134048073,8.954415331137593,0.0,10.318075397069727,215.09602895562688,153.69975784196754,0.0,0.0,11.751942365440728,6.86171134048073,5,7,763,1966,1966,1,0,1,0,3,1,6,0
50,7.293017679772782,9.537411412656335,0.0,11.094206098377022,187.4985909645642,154.34900325457428,0.0,4.330733340286331,12.083905011555967,6.677083461247136,6,6,182,1997,1997,0,1,2,0,3,1,6,0
51,7.069874128458572,8.738735461363474,0.0,10.034475069105715,191.3500241353407,198.41594370446313,4.727387818712341,0.0,11.648330101976432,6.704414354964107,6,6,0,1934,1950,0,0,1,0,3,1,6,1
52,6.704414354964107,9.044521887281242,0.0,10.437119448293807,191.3500241353407,194.73390792212024,4.672828834461906,0.0,11.608235644774552,6.704414354964107,5,5,104,1963,1963,1,0,1,0,2,1,5,0
53,7.518607216815252,10.825183649068833,0.0,12.859034647770459,350.3623260202363,304.6332869483638,6.754604099487962,4.290459441148391,12.86099861326992,7.518607216815252,9,5,1810,1981,1987,2,0,0,1,0,1,5,1
54,7.215239978730097,8.872627365918836,0.0,10.210308452324508,109.11000319166672,211.78522965910034,0.0,3.9318256327243257,11.77528972943772,7.215239978730097,5,5,384,1955,1955,0,0,1,0,3,1,6,1
55,7.261927092702751,9.227689010310796,5.60947179518496,10.680135882945754,289.58175549483684,212.99080686304876,0.0,0.0,12.103486056755072,7.261927092702751,6,5,490,1964,1964,0,0,2,0,3,1,7,1
56,7.461065514354283,7.8804263442924,6.124683390894205,8.9244425619145,217.60273118462354,183.58894020794867,4.7535901911063645,0.0,12.058152515453552,6.890609120147166,8,5,649,1999,2000,1,0,2,1,3,1,7,0
57,7.450079569807499,9.36263218231844,0.0,10.86005463945634,198.97303142172993,209.67163684399677,0.0,4.2626798770413155,12.188417710291453,6.756932389247553,7,5,0,2004,2004,0,0,2,1,3,1,7,0
58,7.987864096085687,9.523836379320944,6.939253946041508,11.075974249971061,287.3152285686253,232.36921666355556,5.262690188904886,0.0,12.991753427493052,7.262628600974241,10,5,0,2006,2006,0,0,3,1,3,1,10,1
59,6.659293919683638,8.881836305004146,0.0,10.222428879554961,185.0332364885656,142.56230808809255,5.2832037287379885,0.0,11.73526869611367,6.659293919683638,5,7,632,1972,1972,0,0,1,0,2,1,4,0
60,7.05444965813294,9.478227817099784,0.0,11.014776070534536,248.22424696872724,212.99080686304876,0.0,3.9318256327243257,11.970350312009105,7.05444965813294,6,5,941,2004,2004,1,0,1,1,3,1,5,0
61,7.01301578963963,8.881836305004146,0.0,10.222428879554961,138.76356052384102,121.02163914432202,0.0,0.0,11.522875795823397,6.364750756851911,5,7,0,1920,1996,0,0,1,0,3,1,6,0
62,7.222566018822171,8.770594329891145,5.187385805840755,10.07624766026287,281.24020700738487,184.8348505375304,4.795790545596741,3.912023005428146,12.218495165528731,7.222566018822171,8,5,24,2006,2006,0,0,2,0,2,1,6,1
63,7.444248649496705,9.239899174217728,0.0,10.69638470762952,147.64316231287629,183.58894020794867,2.5649493574615367,2.4849066497880004,11.84939770159144,6.804614520062624,7,6,0,1921,1950,0,0,2,0,3,1,9,0
64,7.617759576608505,9.14580185083861,6.352629396319567,10.571322063679885,231.94903411685942,233.54928044371184,6.3578422665081,3.6109179126442243,12.299107511497363,6.963189985870238,7,5,739,1997,1998,1,0,2,1,3,1,8,0
65,7.813187267521416,9.16858043772795,5.84354441703136,10.601563172750405,245.83123812704665,292.9363542927816,5.262690188904886,5.0238805208462765,12.666657052859417,7.04141166379481,8,5,0,2004,2005,0,0,2,1,4,1,9,1
66,7.699389406256737,9.898475010712584,5.662960480135946,11.58195162444569,365.07507366048225,212.99080686304876,5.71042701737487,0.0,12.100712129872347,7.699389406256737,7,5,912,1970,1989,1,0,2,0,3,1,7,1
67,7.2991214627108,9.274722630905451,5.123963979403259,10.742760187589177,293.7960804011469,207.55310444304828,4.976733742420574,3.4011973816621555,12.328290278254423,7.2991214627108,7,5,1013,2003,2003,1,0,2,0,3,1,7,0
68,6.616065185132817,8.435549202375727,0.0,9.638998565746125,179.17592424655257,97.11138517827446,0.0,0.0,11.289781913656018,6.616065185132817,4,6,0,1945,1950,0,0,1,0,2,1,4,0
69,7.734996194022781,9.654577374584886,0.0,11.251883720071223,271.11428694745064,240.01526078744203,0.0,3.091042453358316,12.323855681186558,7.1731917424865985,7,4,603,1953,1953,0,0,2,0,3,1,7,1
70,7.706612913964197,9.521568058002977,7.017506142941256,11.07292854451162,402.803558590005,194.73390792212024,5.707110264748875,0.0,12.404923504275338,7.706612913964197,7,6,1880,1973,1973,1,0,2,0,3,1,8,2
71,6.739336627357174,8.935771938669784,0.0,10.293486144676425,196.38593483542795,145.20043925220284,0.0,0.0,11.771436160121729,6.739336627357174,4,6,565,1982,2006,1,0,1,0,2,1,4,0
72,7.4489161025442,9.224341891611996,3.713572066704308,10.675682735991092,194.1341093946476,166.8879221537279,0.0,4.553876891600541,12.128111104060462,6.785587645007929,7,5,0,1998,1998,0,0,2,1,3,1,7,1
73,6.990256500493881,9.230142999272362,4.653960350157523,10.683401065751283,236.66197506482825,186.70008828681972,0.0,0.0,11.883799128308773,6.990256500493881,5,7,320,1954,2003,1,0,1,0,3,1,6,0
74,7.380879035564116,8.663887570567042,0.0,9.936498178107744,195.52092191352273,151.42238355340115,0.0,0.0,11.584315461056901,6.733401891837359,3,6,0,1915,1950,0,0,2,0,3,2,8,0
75,6.895682697747868,7.3752557780097545,0.0,8.28476780814157,125.25859072229323,124.10131564422858,4.795790545596741,4.624972813284271,11.418614785498987,6.26530121273771,4,5,462,1973,1973,1,0,1,0,2,1,5,0
76,6.858565034791365,9.044875932248651,0.0,10.437587848932091,214.59346343481334,119.30290507732684,0.0,0.0,11.818570237796182,6.858565034791365,4,7,228,1956,1956,0,0,1,0,2,1,4,0
77,7.158513997329321,9.06357899058078,0.0,10.46233924781407,165.60576230754708,104.27195617018407,0.0,0.0,11.751942365440728,6.977281341630747,5,5,336,1948,2001,1,0,1,0,2,1,6,0
78,7.477604243197589,9.285262298493443,0.0,10.756806045463936,339.8621183588698,0.0,0.0,0.0,11.824079893607152,7.477604243197589,4,5,0,1968,1968,0,0,2,0,4,2,8,0
79,7.114769448366463,9.25339986143663,0.0,10.714358060870449,120.78101244961472,171.01884976582272,4.31748811353631,0.0,11.608235644774552,6.525029657843462,5,6,0,1910,1981,0,0,1,1,2,1,5,0
80,7.669495251007694,9.472704636443673,6.3578422665081,11.007370854485622,205.1347623584175,192.57861632371126,0.0,4.290459441148391,12.173032791451973,7.074963197966044,6,6,448,1968,1968,0,0,2,1,4,1,8,1
81,7.198183577101943,8.411832675758411,6.095824562432225,9.608218898724587,260.69752941159817,159.84254366186755,0.0,5.298317366548036,11.941455846009388,7.198183577101943,6,5,1201,1998,1998,1,0,2,0,2,1,5,0
82,7.354362330421477,9.230731061623917,6.150602768446279,10.684183555604118,310.15290308657796,266.3514120494785,4.976733742420574,4.605170185988092,12.409013489526863,7.354362330421477,8,5,33,2007,2007,0,0,2,0,3,1,6,1
83,6.970730078143525,9.092907275084087,4.204692619390966,10.501180798159224,233.25247880783115,177.6438016878652,4.31748811353631,0.0,11.747997587149712,6.970730078143525,5,5,0,1960,1960,0,0,1,1,3,1,6,0
84,7.295735072749282,9.051344640485725,3.1354942159291497,10.44614683786868,109.11000319166672,158.2313840348364,4.795790545596741,4.290459441148391,12.034691028774553,6.6895992691789665,7,5,0,1995,1996,0,0,2,1,3,1,7,1
85,7.790282380703483,9.68402471906149,5.652489180268651,11.291602851223628,268.6396210648923,177.95783922672393,4.852030263919617,4.418840607796598,12.468436909997665,7.170888478512505,8,5,0,1991,1992,0,0,2,1,4,1,9,1
86,7.352441100243583,9.385217621880901,0.0,10.890241110474355,167.80245341345665,158.2313840348364,4.61512051684126,3.6635616461296463,12.066810578196666,6.52795791762255,6,5,0,2005,2005,0,0,2,1,3,1,6,1
87,7.1098794630722715,8.281723990411392,4.343805421853684,9.439763197660168,154.46410992827748,198.41594370446313,0.0,5.459585514144159,12.010665849187564,6.416732282512326,6,5,0,2009,2009,0,0,2,1,2,1,4,0
88,7.330405211844402,9.0442857876461,0.0,10.436807091898013,224.73349475545254,0.0,0.0,0.0,11.350406535472453,6.920671504248683,3,2,0,1915,1982,0,0,1,0,2,1,6,0
89,6.897704943128636,8.995908761263994,0.0,10.372853105272574,220.92937960303217,0.0,0.0,0.0,11.724805824005728,6.897704943128636,4,5,588,1994,1995,1,0,1,0,3,1,5,0
90,6.946975992135418,8.881836305004146,0.0,10.222428879554961,0.0,164.65379278874116,0.0,3.4011973816621555,11.607326140391713,6.946975992135418,4,5,0,1950,1950,0,0,1,0,2,1,4,0
91,7.118826249062078,9.047821442478408,5.318119993844216,10.441484950825428,260.3843579632248,183.58894020794867,0.0,0.0,11.498826540590727,7.118826249062078,5,3,600,1961,1961,0,0,1,0,2,1,6,0
92,6.871091294610546,9.500020447090638,0.0,11.044006937580221,201.7196996690182,168.47950502090484,0.0,0.0,12.004568269319446,6.871091294610546,5,7,713,1921,2006,1,0,1,0,2,1,5,0
93,7.736743682453495,8.881836305004146,0.0,10.222428879554961,257.0880372159624,191.65321376753505,0.0,0.0,11.804848531679264,7.138866999945524,6,6,1046,1910,1998,0,1,2,0,4,2,9,1
94,7.487733761436444,9.141740280483926,0.0,10.56593211606009,192.74382430089392,244.98417100625994,0.0,5.093750200806762,12.229545001715316,6.807934943699926,6,5,648,1997,1997,1,0,2,1,3,1,7,0
95,7.293017679772782,9.186559843310778,4.23410650459726,10.625447892623962,167.07134492229804,164.65379278874116,5.4510384535657,4.1588830833596715,12.128111104060462,6.522092798170152,6,8,310,1993,1993,0,0,2,1,3,1,6,1
96,7.370230641807081,9.236397906295473,5.214935757608986,10.691724724713598,313.82798808765926,181.09122867557275,5.0689042022202315,3.4011973816621555,12.273731294003989,7.370230641807081,7,5,1162,1999,1999,0,0,2,0,3,1,6,0
97,6.866933284461882,9.298442820197728,3.8918202981106265,10.774377728266405,215.93272672488754,168.47950502090484,4.795790545596741,0.0,11.458997122944673,6.866933284461882,4,5,520,1965,1965,1,0,1,0,3,1,6,0
98,6.727431724850855,9.270964993792617,0.0,10.737753619647387,124.44867987905897,147.17179507156158,0.0,0.0,11.326595886778735,6.727431724850855,5,5,108,1920,1950,0,0,1,0,2,1,5,0
99,7.110696122978827,9.139917907679637,0.0,10.563513938147178,214.25819089221383,0.0,5.8664680569332965,0.0,11.76718001130949,7.110696122978827,4,5,569,1959,1959,1,0,1,1,3,1,6,0
100,7.383989457978509,9.268892258925797,3.367295829986474,10.734992216275174,317.0496233358989,183.58894020794867,5.1298987149230735,4.23410650459726,12.230765258120545,7.383989457978509,6,7,1200,1977,2001,1,0,2,0,3,1,6,2
101,7.4570320891223805,9.127610724377186,5.820082930352362,10.54718662408387,178.10379537849334,182.34107276242506,5.262690188904886,3.8501476017100584,12.089538829274222,6.884486652042782,6,5,0,1985,1985,0,0,2,1,3,1,7,1
102,7.336285660021297,8.85623355614316,0.0,10.18874013945241,0.0,161.44996254137624,0.0,0.0,11.686576205316552,7.336285660021297,5,5,0,1979,1979,0,0,2,0,4,2,8,0
103,7.111512116496157,9.249753374333018,0.0,10.709502782524483,258.9734492326199,261.1916449190669,0.0,3.6109179126442243,12.200557464842063,7.111512116496157,7,5,0,2009,2009,0,0,2,0,3,1,6,0
104,7.505492274737424,8.956479847999912,6.398594934535208,10.320799214321662,229.17065343570692,104.27195617018407,0.0,0.0,12.040608205802641,7.111512116496157,7,4,224,1931,1950,0,0,1,1,4,1,7,2
105,7.596894438144544,9.14580185083861,6.645090969505644,10.571322063679885,231.29634992258377,234.433423201501,4.948759890378168,3.828641396489095,12.429216196844383,6.959398512133975,8,5,0,2003,2004,0,0,2,1,3,1,9,1
106,6.953684210870537,9.287301413112312,0.0,10.759524033372664,159.88308049010067,115.84815171635313,0.0,0.0,11.512925464970229,6.953684210870537,4,7,0,1885,1995,0,0,1,0,2,1,6,0
107,6.670766320845874,8.699514748210191,0.0,9.983106328911393,186.61941516781764,107.80978563629292,0.0,0.0,11.652687407345388,6.670766320845874,5,5,104,1948,1950,0,0,1,0,2,1,5,0
108,7.324489979348532,9.047821442478408,0.0,10.441484950825428,187.32287126487572,0.0,0.0,0.0,11.652687407345388,6.904750769961838,5,7,0,1919,2005,0,0,2,0,3,1,7,0
109,7.519692404116539,9.371693622333941,6.175867270105761,10.872163133416153,350.6445743444314,203.90962940308097,0.0,4.812184355372417,12.154779351142624,7.519692404116539,6,6,705,1977,1977,0,0,2,0,3,1,7,1
110,7.5256399750415355,9.161675199994901,0.0,10.59239344945812,221.59260257711395,133.5732588912801,5.209486152841421,0.0,11.82700601127654,7.103322062526113,6,4,444,1954,1972,0,0,2,0,4,1,7,0
111,7.265429723253953,8.955448122347393,0.0,10.3194379868636,109.11000319166672,158.2313840348364,5.198497031265826,0.0,12.100712129872347,6.651571873589727,7,5,250,2000,2000,0,0,2,1,3,1,7,1
112,7.899524472032198,9.206834232646894,5.3981627015177525,10.652397327855002,264.9125603062743,276.03527205539933,4.795790545596741,5.220355825078324,12.858319703517948,7.156176637480615,7,5,984,2007,2007,1,0,2,1,4,1,10,1
113,7.7226775164680035,9.95227771670556,5.220355825078324,11.65509910316243,345.6936297622067,174.18084598614104,5.117993812416755,4.795790545596741,12.287652632522597,7.7226775164680035,6,5,35,1953,1953,1,0,2,0,3,1,7,2
114,7.749322464660356,8.889997357284841,0.0,10.233173008519064,227.20232908134042,82.40481040341002,5.41610040220442,0.0,12.46651198158808,7.269616749608169,6,8,774,1945,2002,1,0,2,1,3,1,9,1
115,7.284820912568604,8.080237416216702,7.029972911706386,9.180227166705624,175.95273460357947,171.01884976582272,0.0,3.4965075614664802,12.078239274020289,6.591673732008658,6,5,419,1999,1999,0,0,2,1,2,1,5,1
116,6.9957661563048505,9.360138737064577,4.762173934797756,10.856723329077974,237.6329559870439,121.02163914432202,0.0,3.044522437723423,11.842229212112828,6.9957661563048505,5,5,170,1962,1962,0,1,1,0,3,1,6,1
117,7.025538314638521,9.05204779298159,0.0,10.447077308388481,242.94881168667692,167.84329035786647,4.394449154672439,4.174387269895637,11.951180395901384,7.025538314638521,5,5,0,2006,2007,0,0,1,1,2,1,5,0
118,8.07775756373692,9.423514392252901,0.0,10.941474735699979,326.21261127440397,218.39658070448846,5.908082938168931,0.0,12.676076274775909,7.4377951216719325,7,5,1470,1990,1990,1,0,3,0,5,1,11,2
119,7.283448228756631,9.0432226489245,0.0,10.435400603051395,175.77306564256733,154.99761894473843,0.0,3.2188758248682006,12.007560729337492,6.590301048196686,6,5,0,2005,2006,0,0,2,1,3,1,8,1
120,6.895682697747868,9.973619774716505,0.0,11.684148456014778,212.2426817014745,202.0822471449123,0.0,4.875197323201151,12.100712129872347,6.895682697747868,6,5,938,1969,1969,1,0,1,0,1,1,4,2
121,7.023758954738443,8.70946507906336,0.0,9.996132723546292,176.49135745826644,112.71848151889007,0.0,0.0,11.512925464970229,6.648984550024776,4,5,0,1939,1950,0,0,1,0,3,1,4,0
122,6.984716320118266,9.155250405658222,4.912654885736052,10.583863484464295,235.68959750023805,121.02163914432202,0.0,0.0,11.820410164718188,6.984716320118266,6,7,570,1958,1958,0,0,1,0,3,1,5,0
123,7.089243155027514,8.973604867142505,0.0,10.343399792747483,254.72443729811778,199.02807536751703,0.0,4.1588830833596715,11.94405831982697,7.089243155027514,6,5,300,1993,1993,0,0,2,0,2,1,5,0
124,7.368970402194793,9.743494841225237,0.0,11.371927714863242,280.01969695163353,169.43278845490494,5.262690188904886,0.0,12.106252310247962,7.368970402194793,6,5,0,1979,1998,0,0,2,0,3,1,7,1
125,6.625392368007956,8.821732380934442,0.0,10.143384825402613,136.8071407147218,0.0,3.9889840465642745,0.0,11.344506813345266,6.253828811575473,6,8,490,1935,1982,1,0,1,0,2,1,5,0
126,6.86484777797086,8.502688505213357,0.0,9.726255564356741,235.3651595939635,171.01884976582272,0.0,5.327876168789581,11.759785542901755,6.86484777797086,6,5,120,1976,1976,0,0,2,0,2,1,5,1
127,6.733401891837359,8.38662882139512,0.0,9.575533705669404,165.60576230754708,0.0,0.0,0.0,11.37366339763672,6.733401891837359,5,7,116,1930,1950,0,0,1,0,3,1,5,1
128,7.206377291472252,8.934586870389676,5.58724865840025,10.291923606974684,163.39884750325936,175.12685382663943,5.241747015059643,4.6913478822291435,11.951180395901384,6.492239835020471,6,5,512,1966,1966,0,0,1,1,3,1,6,1
129,6.959398512133975,9.101975347298058,4.454347296253507,10.513197433221402,223.90844126797657,264.06106628969485,0.0,4.394449154672439,11.918390573078392,6.959398512133975,5,7,567,1958,1991,0,1,1,1,3,1,6,0
