,MSSubClass,LotArea,LotShape,LandSlope,OverallQual,OverallCond,ExterQual,ExterCond,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,HeatingQC,2ndFlrSF,LowQualFinSF,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageYrBlt,GarageCars,GarageQual,GarageCond,3SsnPorch,ScreenPorch,PoolArea,MiscVal,MoSold,bc_GrLivArea,has_pool,has_miscfeature,alley_access,MSSubClass_150,MSSubClass_160,MSSubClass_180,MSSubClass_190,MSSubClass_20,MSSubClass_30,MSSubClass_40,MSSubClass_45,MSSubClass_50,MSSubClass_60,MSSubClass_70,MSSubClass_75,MSSubClass_80,MSSubClass_85,MSSubClass_90,MSZoning_RH,MSZoning_RL,MSZoning_RM,Street_Pave,LandContour_HLS,LandContour_Low,LandContour_Lvl,Utilities_NoSewr,LotConfig_CulDSac,LotConfig_FR2,LotConfig_FR3,LotConfig_Inside,Neighborhood_SawyerW,Condition1_Feedr,Condition1_Norm,Condition1_PosA,Condition1_PosN,Condition1_RRAe,Condition1_RRAn,Condition1_RRNe,Condition1_RRNn,Condition2_Feedr,Condition2_Norm,Condition2_PosA,Condition2_PosN,Condition2_RRAe,Condition2_RRAn,Condition2_RRNn,BldgType_2fmCon,BldgType_Duplex,BldgType_Twnhs,BldgType_TwnhsE,HouseStyle_1.5Unf,HouseStyle_1Story,HouseStyle_2.5Fin,HouseStyle_2.5Unf,HouseStyle_2Story,HouseStyle_SFoyer,HouseStyle_SLvl,RoofStyle_Gable,RoofStyle_Gambrel,RoofStyle_Hip,RoofStyle_Mansard,RoofStyle_Shed,RoofMatl_Membran,RoofMatl_Metal,RoofMatl_Roll,RoofMatl_Tar&Grv,RoofMatl_WdShake,RoofMatl_WdShngl,Exterior1st_AsphShn,Exterior1st_BrkComm,Exterior1st_BrkFace,Exterior1st_CBlock,Exterior1st_CemntBd,Exterior1st_HdBoard,Exterior1st_ImStucc,Exterior1st_MetalSd,Exterior1st_Plywood,Exterior1st_PreCast,Exterior1st_Stucco,Exterior1st_VinylSd,Exterior1st_Wd Sdng,Exterior1st_WdShing,Exterior2nd_AsphShn,Exterior2nd_Brk Cmn,Exterior2nd_BrkFace,Exterior2nd_CBlock,Exterior2nd_CmentBd,Exterior2nd_HdBoard,Exterior2nd_ImStucc,Exterior2nd_MetalSd,Exterior2nd_Plywood,Exterior2nd_PreCast,Exterior2nd_Stone,Exterior2nd_Stucco,Exterior2nd_VinylSd,Exterior2nd_Wd Sdng,Exterior2nd_Wd Shng,MasVnrType_BrkFace,MasVnrType_None,MasVnrType_Stone,Foundation_CBlock,Foundation_PConc,Foundation_Slab,Foundation_Stone,Foundation_Wood,Heating_GasA,Heating_GasW,Heating_Grav,Heating_OthW,Heating_Wall,CentralAir_Y,Electrical_FuseF,Electrical_FuseP,Electrical_Mixed,Electrical_SBrkr,GarageType_Attchd,GarageType_Basment,GarageType_BuiltIn,GarageType_CarPort,GarageType_Detchd,GarageType_No,GarageFinish_No,GarageFinish_RFn,GarageFinish_Unf,PavedDrive_P,PavedDrive_Y,Fence_GdWo,Fence_MnPrv,Fence_MnWw,Fence_No,MoSold_10,MoSold_11,MoSold_12,MoSold_2,MoSold_3,MoSold_4,MoSold_5,MoSold_6,MoSold_7,MoSold_8,MoSold_9,SaleCondition_AdjLand,SaleCondition_Alloca,SaleCondition_Family,SaleCondition_Normal,SaleCondition_Partial,bc_LotArea,log_MasVnrArea,yeo_TotalBsmtSF,log_first_FlrSF,yeo_GarageArea,log_WoodDeckSF,log_OpenPorchSF,yeo_LotFrontage,log_EnclosedPorch,Neighborhood_NoRidge_NridgHt_Veenker_StoneBr,Neighborhood_Somerst_Timber,Neighborhood_ClearCr_CollgCr_Crawfor,Neighborhood_Greens_SawyerW_Blmngtn,Neighborhood_Gilbert_NWAmes,Neighborhood_Mitchel_NPkVill,Neighborhood_NAmes_SWISU_Sawyer,Neighborhood_BrkSide_Edwards_Blueste_OldTown_IDOTRR,has_wood_deck ,has_openporch,has_EnclosedPorch,house_age_,years_since_remodeled_,has_basement,has_finsished_basement
1295,60,10316,3,3,7,5,4,3,4,3,0,6,735.0,1,0.0,257.0,5,873,0,1.0,0.0,2,1,3,1,4,7,8,1,3,2000.0,3.0,3,3,0,0,0,0,6,9.071057384894127,False,False,False,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,56.404730751337304,0.0,284.2072516666191,6.899723107284872,294.7127253842353,0.0,5.220355825078324,31.869513131926702,0.0,False,False,True,False,False,False,False,False,False,True,False,8,8,True,False
2303,30,8777,4,2,3,6,3,4,0,0,0,0,0.0,0,0.0,0.0,3,0,0,0.0,0.0,1,0,2,1,3,5,7,0,0,1945.0,1.0,3,3,0,0,0,0,4,7.574828970481241,False,False,False,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,53.419350926205595,0.0,0.0,6.461468176353717,105.79375382183011,0.0,0.0,30.803659333427245,0.0,False,False,False,False,False,False,False,True,False,False,False,65,3,False,False
1021,60,13650,4,3,8,5,4,3,4,3,3,6,578.0,1,0.0,1093.0,5,563,0,1.0,0.0,2,1,3,1,4,7,8,1,5,2002.0,3.0,3,3,0,0,0,0,6,9.341602602866944,False,False,False,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,61.95754130040477,5.4510384535657,428.27619200085195,7.430707082545968,270.66486276057,5.476463551931511,4.875197323201151,43.6156643433144,0.0,True,False,False,False,False,False,False,False,True,True,False,8,8,True,False
2494,60,9505,3,3,7,5,4,3,4,3,0,1,0.0,1,0.0,884.0,5,1151,0,0.0,0.0,2,1,3,1,4,8,8,1,4,2001.0,2.0,3,3,0,0,0,0,5,9.19651275025868,False,False,False,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,54.87257495255042,5.198497031265826,259.5615800429794,6.784457062637643,171.9118183884151,4.976733742420574,3.8918202981106265,29.90666036374912,0.0,False,False,False,False,True,False,False,False,True,True,False,9,9,True,False
301,50,9439,4,3,5,5,3,3,3,3,0,2,324.0,1,0.0,588.0,4,336,0,0.0,0.0,1,0,2,1,3,6,8,0,0,1957.0,1.0,2,2,0,0,0,0,3,8.500058718294657,False,False,False,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,54.74402122075091,0.0,266.01066484166813,6.815639990074331,75.81971514803068,0.0,0.0,25.286793167264346,5.262690188904886,False,False,False,False,False,False,False,True,False,False,True,77,57,True,False
2053,50,10134,4,3,5,6,3,3,3,3,0,1,0.0,1,0.0,735.0,4,299,0,0.0,0.0,1,0,2,1,3,5,8,0,0,1940.0,1.0,3,3,0,0,0,0,7,8.236443790781914,False,False,False,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,56.06824020923195,0.0,224.45416569933084,6.5998704992128365,105.79375382183011,0.0,3.6888794541139363,28.270628470312467,0.0,False,False,False,False,False,False,False,True,False,True,False,67,57,True,False
1846,120,8012,4,3,6,5,4,3,4,3,0,6,430.0,1,0.0,1145.0,4,0,0,1.0,0.0,2,0,2,1,4,5,8,0,0,1992.0,2.0,3,3,0,0,0,0,7,8.829492950212675,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,51.80081288325432,0.0,408.8145708419379,7.362010551259734,202.1386210728791,0.0,0.0,24.524111984914725,3.970291913552122,False,False,False,True,False,False,False,False,False,False,True,15,15,True,False
1020,70,11435,3,2,8,7,3,3,4,3,0,1,0.0,1,0.0,792.0,2,725,0,0.0,0.0,1,0,3,1,4,7,8,2,4,1931.0,2.0,3,3,0,0,0,0,6,8.776128933404012,False,False,False,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,58.38939359164554,0.0,238.0507867920489,6.674561391814426,160.8054335895988,0.0,0.0,31.869513131926702,0.0,False,False,True,False,False,False,False,False,False,False,False,77,56,True,False
555,60,9085,4,3,7,5,4,3,4,3,0,6,816.0,1,0.0,254.0,5,967,0,1.0,0.0,2,1,3,1,4,7,8,1,3,1995.0,2.0,3,3,0,0,0,0,11,9.214814367243699,False,False,False,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,54.043840287463574,5.659482215759621,301.6462496190939,6.9975959829819265,238.3210928366271,5.6937321388027,4.634728988229636,35.00360872335617,5.3471075307174685,True,False,False,False,False,False,False,False,True,True,True,14,13,True,False
2127,60,13869,2,3,6,6,3,3,4,3,2,6,182.0,1,0.0,612.0,4,676,0,0.0,1.0,2,0,3,1,3,6,8,0,0,1997.0,2.0,3,3,0,0,0,0,7,8.731441144029995,False,False,False,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,62.28825745306645,0.0,238.52394893745992,6.677083461247136,156.84439514199954,0.0,4.330733340286331,29.90666036374912,0.0,False,False,False,False,True,False,False,False,False,True,False,10,10,True,False
929,120,3072,4,3,7,5,4,3,4,3,0,1,0.0,1,0.0,1375.0,5,0,0,0.0,0.0,2,0,2,1,4,6,8,1,3,2004.0,2.0,3,3,0,0,0,0,5,8.676385051954808,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,37.35005655920929,2.9444389791664403,367.4176952474481,7.254177846456518,160.14680362443042,4.976733742420574,3.044522437723423,21.79441899048441,0.0,False,False,False,True,False,False,False,False,True,True,False,2,2,True,False
2407,50,10836,4,3,5,5,3,3,3,3,0,1,0.0,1,0.0,892.0,5,182,0,0.0,1.0,1,0,3,1,3,7,8,1,4,1968.0,4.0,2,3,0,0,0,0,6,8.698257664659147,False,False,True,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,57.34436100086412,0.0,261.40861264491576,7.134093721192866,470.5414344958606,0.0,0.0,28.270628470312467,4.61512051684126,False,False,False,False,False,False,False,True,False,False,True,86,58,True,False
2269,60,12151,3,3,9,5,4,3,5,3,2,6,1249.0,1,0.0,165.0,5,917,0,1.0,0.0,2,1,3,1,5,9,8,1,4,2005.0,3.0,3,3,0,0,0,0,8,9.392861437951213,False,False,False,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,59.59068943373306,5.910796644040527,375.5868417139901,7.254177846456518,340.9877690934733,5.262690188904886,4.1588830833596715,42.65078535290586,0.0,True,False,False,False,False,False,False,False,True,True,False,3,3,True,False
2006,20,8243,3,3,5,7,3,4,3,3,0,5,700.0,1,0.0,264.0,5,0,0,0.0,0.0,1,0,3,1,3,5,8,1,2,1985.0,2.0,3,3,0,0,0,0,2,8.13881376197301,False,False,False,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,52.30025645528184,4.04305126783455,277.8757787533771,6.871091294610546,278.8295651031272,5.14166355650266,0.0,33.96896263462039,0.0,False,False,False,False,False,False,True,False,True,False,False,46,46,True,False
1156,20,11900,3,3,6,5,3,3,3,3,0,3,1040.0,1,0.0,352.0,3,0,0,1.0,0.0,1,1,3,1,3,6,8,2,4,1957.0,2.0,3,3,0,192,0,0,6,8.65418602313614,False,False,False,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,59.175196356903044,5.961005339623274,370.98466942205226,7.238496840894365,179.65446831756094,0.0,0.0,35.34637450025126,0.0,False,False,False,False,False,False,True,False,False,False,False,51,51,True,False
2425,190,5600,4,3,4,5,2,2,0,0,0,0,0.0,0,0.0,0.0,2,720,0,0.0,0.0,2,0,3,2,2,7,5,0,0,1930.0,0.0,0,0,0,0,0,3500,7,8.312682258123306,False,True,False,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,45.87970384548525,0.0,0.0,5.918893854273146,0.0,0.0,0.0,31.869513131926702,0.0,False,False,False,False,False,False,False,True,False,False,False,80,60,False,False
1353,20,8475,3,3,4,7,3,3,3,3,0,5,228.0,1,0.0,724.0,5,0,0,0.0,0.0,1,0,2,1,3,4,8,0,0,1956.0,1.0,3,3,0,0,0,0,4,8.12140236371481,False,False,False,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,52.79234990325837,0.0,275.15019197641993,6.858565034791365,121.10814712115918,0.0,0.0,32.924431198975604,0.0,False,False,False,False,False,False,True,False,False,False,False,52,52,True,False
368,20,9605,4,3,7,6,4,3,4,3,0,1,0.0,1,0.0,1218.0,5,0,0,0.0,0.0,1,1,3,1,4,6,8,0,0,2007.0,2.0,3,3,0,0,0,0,4,8.465825479373706,False,False,False,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,55.06619901231108,0.0,334.0055483510519,7.1049654482698426,216.71291953629375,0.0,5.187385805840755,35.34637450025126,0.0,False,False,False,True,False,False,False,False,False,True,False,2,2,True,False
142,90,8393,4,3,5,5,3,3,3,3,0,2,528.0,1,0.0,1098.0,5,0,0,0.0,0.0,2,0,4,2,3,8,8,0,0,2005.0,2.0,3,3,0,0,0,0,6,8.948464040282525,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,52.61948166517242,4.812184355372417,419.18446254104936,7.445417556701687,220.39813927203238,5.60947179518496,4.007333185232471,31.869513131926702,0.0,False,False,False,False,False,False,True,False,True,True,False,47,1,True,False
631,20,7931,4,3,5,5,3,3,3,3,0,4,1148.0,1,0.0,0.0,3,0,0,1.0,0.0,1,0,3,1,3,6,8,0,0,1959.0,1.0,3,3,0,0,0,0,7,8.382718291474086,False,False,False,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,51.62336040111071,0.0,318.81294174282687,7.045776576879511,245.82309848174532,0.0,0.0,31.869513131926702,0.0,False,False,False,False,False,False,True,False,False,False,False,50,50,True,False
1803,50,5000,4,3,5,6,3,3,3,3,0,2,218.0,1,0.0,808.0,3,665,0,0.0,0.0,2,0,3,1,4,6,8,1,4,1924.0,1.0,3,3,0,0,0,0,5,8.93082919251294,False,False,True,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,44.142539747319454,0.0,291.8439278230583,6.933423025730715,129.81149946212278,0.0,0.0,24.524111984914725,5.493061443340548,False,False,False,False,False,False,True,False,False,False,True,86,60,True,False
35,20,11896,3,3,7,5,4,3,4,3,0,6,78.0,1,0.0,1258.0,5,0,0,1.0,0.0,2,0,3,1,4,6,8,1,3,2008.0,3.0,3,3,0,0,0,0,5,8.606669792479462,False,False,False,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,59.168526808758934,4.110873864173311,359.19840305086416,7.204892510204673,242.2287038290101,4.61512051684126,3.8918202981106265,38.05264618669602,0.0,False,True,False,False,False,False,False,False,True,True,False,2,2,True,False
1908,20,12680,3,3,7,6,4,3,4,4,1,6,983.0,1,0.0,692.0,5,0,0,1.0,0.0,2,0,2,1,5,6,8,1,5,1988.0,2.0,3,3,0,141,0,0,6,8.928292925512036,False,False,False,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,60.44758175696528,4.634728988229636,429.08177102588434,7.431299675155903,201.8259914428329,0.0,3.8918202981106265,29.36445729991204,0.0,False,False,False,False,True,False,False,False,False,True,False,20,20,True,False
2121,20,7791,3,3,5,8,4,4,3,3,0,5,624.0,1,0.0,288.0,5,0,0,1.0,0.0,1,0,3,1,4,6,8,0,0,1963.0,1.0,3,3,0,0,0,0,10,8.06181619487833,False,False,False,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,51.31371706033644,0.0,266.01066484166813,6.815639990074331,127.04114501149128,0.0,0.0,32.57397198464001,0.0,False,False,False,False,False,False,True,False,False,False,False,46,14,True,False
