,GrLivArea,SalePrice,MSSubClass,MSZoning,LotFrontage,LotArea,Street,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,Fence,MiscVal,MoSold,YrSold,SaleType,SaleCondition,log_price,bc_GrLivArea,has_pool,has_miscfeature,alley_access,BldgType_2fmCon,BldgType_Duplex,BldgType_Twnhs,BldgType_TwnhsE,HouseStyle_1.5Unf,HouseStyle_1Story,HouseStyle_2.5Fin,HouseStyle_2.5Unf,HouseStyle_2Story,HouseStyle_SFoyer,HouseStyle_SLvl,PavedDrive_P,PavedDrive_Y,MoSold_10,MoSold_11,MoSold_12,MoSold_2,MoSold_3,MoSold_4,MoSold_5,MoSold_6,MoSold_7,MoSold_8,MoSold_9,MSSubClass_60,MSSubClass_50,MSSubClass_30
868,1786,223500,60,RL,68.0,11250,Pave,3,Lvl,AllPub,Inside,3,CollgCr,Norm,Norm,1Fam,2Story,7,5,2001,2002,Gable,CompShg,VinylSd,VinylSd,BrkFace,162.0,4,3,PConc,4,3,1,6,486.0,1,0.0,434.0,920.0,GasA,5,Y,SBrkr,920,866,0,1.0,0.0,2,1,3,1,4,6,8,1,3,Attchd,2001.0,RFn,2.0,608.0,3,3,Y,0,42,0,0,0,0,No,0,9,2008,WD ,Normal,12.31716669303576,9.413594518688038,False,False,False,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0
1250,1045,127000,20,RL,80.0,7936,Pave,4,Lvl,AllPub,Inside,3,NAmes,Norm,Norm,1Fam,1Story,6,6,1963,1963,Hip,CompShg,HdBoard,HdBoard,None,0.0,3,3,CBlock,3,3,0,4,826.0,1,0.0,219.0,1045.0,GasA,3,Y,SBrkr,1045,0,0,1.0,0.0,1,0,3,1,3,6,8,1,2,Attchd,1963.0,RFn,1.0,264.0,3,3,Y,0,0,0,0,0,0,No,0,4,2009,WD ,Normal,11.751942365440728,8.593141053206864,False,False,False,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1445,1593,178000,60,RL,,9636,Pave,3,Lvl,AllPub,Corner,3,Gilbert,Norm,Norm,1Fam,2Story,6,5,1992,1993,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,3,PConc,4,3,0,1,0.0,1,0.0,808.0,808.0,GasA,4,Y,SBrkr,808,785,0,0.0,0.0,2,1,3,1,3,7,8,1,3,BuiltIn,1993.0,RFn,2.0,389.0,3,3,Y,342,40,0,0,0,0,MnPrv,0,12,2009,WD ,Normal,12.089538829274222,9.2363495836105,False,False,False,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0
899,948,89000,160,RM,21.0,1680,Pave,4,Lvl,AllPub,Inside,3,BrDale,Norm,Norm,Twnhs,2Story,6,5,1972,1972,Gable,CompShg,HdBoard,HdBoard,BrkFace,504.0,3,3,CBlock,3,3,0,5,276.0,1,0.0,207.0,483.0,GasA,3,Y,SBrkr,483,465,0,0.0,0.0,1,1,2,1,3,5,8,0,0,Detchd,1972.0,Unf,1.0,264.0,3,3,Y,0,0,0,0,0,0,No,0,7,2006,WD ,Normal,11.396391648714276,8.446778527997907,False,False,False,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1912,1478,240000,120,RL,61.0,7380,Pave,3,Lvl,AllPub,Corner,3,StoneBr,Norm,Norm,1Fam,1Story,8,5,1998,1998,Gable,CompShg,CemntBd,CmentBd,None,0.0,3,3,PConc,4,3,2,6,341.0,1,0.0,1077.0,1418.0,GasA,5,Y,SBrkr,1478,0,0,1.0,0.0,2,0,2,1,3,5,8,0,0,Attchd,1998.0,Fin,2.0,495.0,3,3,Y,168,43,0,0,0,0,No,0,7,2009,WD ,Normal,12.388394202324129,9.120863794389226,False,False,False,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
88,1301,100000,30,RM,60.0,6911,Pave,4,Lvl,AllPub,FR2,3,BrkSide,Feedr,Norm,1Fam,1Story,5,5,1924,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,3,PConc,3,3,1,2,405.0,1,0.0,740.0,1145.0,GasA,3,Y,SBrkr,1301,0,0,0.0,0.0,1,0,2,1,2,5,7,0,0,Detchd,1965.0,Unf,2.0,440.0,3,3,Y,0,0,0,0,0,0,No,0,10,2009,WD ,Normal,11.512925464970229,8.92543516152351,False,False,False,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1166,987,96000,160,RM,21.0,1680,Pave,4,Lvl,AllPub,Inside,3,BrDale,Norm,Norm,Twnhs,2Story,6,5,1971,1971,Gable,CompShg,HdBoard,HdBoard,BrkFace,504.0,3,3,CBlock,3,3,0,3,156.0,1,0.0,327.0,483.0,GasA,3,Y,SBrkr,483,504,0,0.0,0.0,1,1,2,1,3,5,8,0,0,Detchd,1971.0,Unf,1.0,264.0,3,3,Y,275,0,0,0,0,0,No,0,2,2010,COD,Normal,11.472103470449973,8.507247548926681,False,False,False,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1924,858,110000,20,RL,,7340,Pave,3,Lvl,AllPub,Inside,3,NAmes,Norm,Norm,1Fam,1Story,4,6,1971,1971,Gable,CompShg,HdBoard,HdBoard,None,0.0,3,3,CBlock,3,3,0,5,322.0,1,0.0,536.0,858.0,GasA,3,Y,SBrkr,858,0,0,0.0,0.0,1,0,2,1,3,4,8,0,0,Detchd,1979.0,Unf,1.0,684.0,3,3,Y,0,0,0,0,0,0,No,0,6,2007,WD ,Normal,11.608235644774552,8.297779964483121,False,False,False,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1522,1055,148500,120,RL,24.0,2529,Pave,4,Lvl,AllPub,Inside,3,NPkVill,Norm,Norm,Twnhs,1Story,7,6,1977,1977,Gable,CompShg,Plywood,Brk Cmn,None,0.0,3,3,CBlock,4,3,0,5,378.0,1,0.0,677.0,1055.0,GasA,2,Y,SBrkr,1055,0,0,0.0,0.0,2,0,2,1,3,4,8,0,0,Attchd,1977.0,Unf,2.0,440.0,3,3,Y,0,38,0,0,0,0,No,0,9,2008,WD ,Normal,11.908340237224891,8.607495121277513,False,False,False,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
144,882,126000,20,RL,70.0,8400,Pave,4,Lvl,AllPub,Corner,3,NAmes,Norm,Norm,1Fam,1Story,4,5,1970,1970,Gable,CompShg,Plywood,Plywood,None,0.0,3,3,CBlock,3,3,0,5,804.0,3,78.0,0.0,882.0,GasA,3,Y,SBrkr,882,0,0,1.0,0.0,1,0,2,1,3,4,8,0,0,Attchd,1970.0,Fin,2.0,525.0,3,3,Y,240,0,0,0,0,0,MnPrv,0,4,2010,WD ,Normal,11.744037185933616,8.338900836546262,False,False,False,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
65,2470,615000,20,RL,106.0,12720,Pave,4,HLS,AllPub,Inside,2,NridgHt,Norm,Norm,1Fam,1Story,10,5,2003,2003,Hip,CompShg,MetalSd,MetalSd,Stone,680.0,5,3,PConc,5,3,3,6,2257.0,1,0.0,278.0,2535.0,GasA,5,Y,SBrkr,2470,0,0,2.0,0.0,1,1,1,1,5,7,8,2,4,Attchd,2003.0,Fin,3.0,789.0,3,3,Y,154,65,0,0,216,144,No,0,2,2008,WD ,Normal,13.329377546788654,9.922679285785046,True,False,False,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
908,1252,142000,20,RL,80.0,10721,Pave,3,Lvl,AllPub,Inside,3,NAmes,Norm,Norm,1Fam,1Story,6,6,1959,1959,Hip,CompShg,HdBoard,HdBoard,Stone,243.0,4,3,CBlock,3,3,0,1,0.0,1,0.0,1252.0,1252.0,GasA,5,Y,SBrkr,1252,0,0,0.0,0.0,1,0,3,1,4,7,8,0,0,Detchd,1960.0,Unf,2.0,528.0,3,3,Y,0,39,0,0,0,0,No,0,10,2008,WD ,Normal,11.863582336583399,8.866903906163047,False,False,False,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2540,1768,136500,90,RL,72.0,10778,Pave,4,Lvl,AllPub,Inside,3,Sawyer,Norm,Norm,Duplex,1Story,4,5,1968,1968,Hip,CompShg,HdBoard,HdBoard,None,0.0,3,3,CBlock,3,3,0,1,0.0,1,0.0,1768.0,1768.0,GasA,3,N,SBrkr,1768,0,0,0.0,0.0,2,0,4,2,3,8,8,0,0,No,,No,0.0,0.0,0,0,Y,0,0,0,0,0,0,No,0,4,2010,WD ,Normal,11.824079893607152,9.39784655373121,False,False,False,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2062,1892,226750,60,RL,71.0,8220,Pave,3,Lvl,AllPub,Inside,3,Gilbert,Norm,Norm,1Fam,2Story,7,5,2000,2001,Gable,CompShg,VinylSd,VinylSd,BrkFace,647.0,4,3,PConc,4,3,2,6,544.0,1,0.0,438.0,982.0,GasA,5,Y,SBrkr,1008,884,0,0.0,0.0,2,1,3,1,3,8,8,1,3,Attchd,2000.0,RFn,2.0,431.0,3,3,Y,108,0,0,0,0,0,No,0,7,2008,WD ,Normal,12.331603367977383,9.503409396915787,False,False,False,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
1086,1194,148000,20,RL,73.0,8760,Pave,4,Lvl,AllPub,Inside,3,NAmes,Norm,Norm,1Fam,1Story,6,6,1959,1959,Hip,CompShg,MetalSd,MetalSd,BrkFace,220.0,3,3,CBlock,3,3,0,1,0.0,1,0.0,1194.0,1194.0,GasA,3,Y,SBrkr,1194,0,0,1.0,0.0,1,0,3,1,3,6,8,0,0,Attchd,1959.0,RFn,1.0,312.0,3,3,Y,0,0,120,0,0,0,No,0,4,2010,WD ,Normal,11.904967552746252,8.794769370758855,False,False,False,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
530,907,140000,20,RL,,16269,Pave,3,Lvl,AllPub,CulDSac,3,CollgCr,Norm,Norm,1Fam,1Story,5,5,1978,1978,Gable,CompShg,MetalSd,MetalSd,BrkFace,76.0,3,3,BrkTil,4,3,2,6,625.0,1,0.0,282.0,907.0,GasA,3,Y,SBrkr,907,0,0,0.0,0.0,1,0,3,1,3,5,8,0,0,Attchd,1978.0,Unf,1.0,343.0,3,3,Y,72,0,0,0,0,0,MnPrv,0,7,2009,WD ,Normal,11.84939770159144,8.380630214024047,False,False,False,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1668,2726,315000,20,RL,70.0,18044,Pave,3,HLS,AllPub,CulDSac,3,Crawfor,Norm,Norm,1Fam,1Story,8,5,1986,1986,Gable,CompShg,WdShing,Plywood,None,0.0,4,3,CBlock,4,3,0,1,0.0,1,0.0,279.0,279.0,GasA,4,Y,SBrkr,2726,0,0,0.0,0.0,2,1,2,1,4,6,8,1,4,Attchd,1986.0,Fin,2.0,691.0,4,4,Y,216,64,169,0,0,228,No,0,8,2007,WD ,Normal,12.66032791780777,10.079457369642753,True,False,False,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1201,1595,221500,20,RL,73.0,8987,Pave,4,Lvl,AllPub,Inside,3,Somerst,Norm,Norm,1Fam,1Story,8,5,2005,2006,Gable,CompShg,VinylSd,VinylSd,BrkFace,226.0,4,3,PConc,4,3,0,1,0.0,1,0.0,1595.0,1595.0,GasA,5,Y,SBrkr,1595,0,0,0.0,0.0,2,0,2,1,4,6,8,1,4,Attchd,2005.0,RFn,3.0,880.0,3,3,Y,144,0,0,0,0,0,No,0,5,2010,WD ,Normal,12.308177868467327,9.238287764657548,False,False,False,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2419,1912,163000,190,RM,60.0,10800,Pave,4,Lvl,AllPub,Inside,3,OldTown,Norm,Norm,2fmCon,1.5Fin,6,7,1905,2000,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,3,BrkTil,2,3,0,1,0.0,1,0.0,482.0,482.0,GasA,5,N,SBrkr,1221,691,0,0.0,0.0,2,0,3,2,3,7,8,1,3,Detchd,2003.0,Unf,2.0,672.0,4,3,Y,0,25,212,0,0,0,No,0,4,2008,WD ,Normal,12.0015054797889,9.519822855450768,False,False,True,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
78,1092,88000,160,RM,21.0,1680,Pave,4,Lvl,AllPub,Inside,3,BrDale,Norm,Norm,Twnhs,2Story,6,5,1971,1971,Gable,CompShg,HdBoard,ImStucc,BrkFace,381.0,3,3,CBlock,3,3,0,1,0.0,1,0.0,525.0,525.0,GasA,3,Y,SBrkr,525,567,0,0.0,0.0,1,1,3,1,3,6,8,0,0,Detchd,1971.0,Unf,1.0,264.0,3,3,Y,0,0,0,0,0,0,No,0,3,2010,WD ,Family,11.385092093460344,8.659514734337927,False,False,False,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1515,1040,150500,20,RL,61.0,8800,Pave,3,Lvl,AllPub,Inside,3,CollgCr,Norm,Norm,1Fam,1Story,5,7,1977,2008,Gable,CompShg,HdBoard,HdBoard,None,0.0,3,3,CBlock,4,3,1,2,532.0,3,144.0,364.0,1040.0,GasA,3,Y,SBrkr,1040,0,0,0.0,0.0,2,0,3,1,4,5,8,0,0,Detchd,1977.0,Unf,2.0,484.0,3,3,Y,0,0,0,0,288,0,No,0,9,2009,WD ,Normal,11.921718363171067,8.585915478191833,False,False,False,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
401,987,97000,160,RM,21.0,1680,Pave,4,Lvl,AllPub,Inside,3,BrDale,Norm,Norm,Twnhs,2Story,6,6,1972,1972,Gable,CompShg,HdBoard,HdBoard,BrkFace,425.0,3,3,CBlock,3,3,0,3,110.0,2,294.0,79.0,483.0,GasA,3,Y,SBrkr,483,504,0,1.0,0.0,1,1,2,1,3,5,8,0,0,Detchd,1972.0,Unf,1.0,288.0,3,3,Y,0,0,0,0,0,0,No,0,7,2009,WD ,Normal,11.48246625748552,8.507247548926681,False,False,False,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1297,1456,143000,160,RL,24.0,2308,Pave,4,Lvl,AllPub,FR2,3,NPkVill,Norm,Norm,TwnhsE,2Story,6,6,1975,1975,Gable,CompShg,Plywood,Brk Cmn,None,0.0,3,3,CBlock,4,3,0,5,286.0,2,294.0,275.0,855.0,GasA,4,Y,SBrkr,855,601,0,0.0,0.0,2,1,4,1,3,7,8,0,0,Attchd,1975.0,RFn,2.0,460.0,3,3,Y,0,0,0,0,0,0,No,0,5,2008,WD ,Normal,11.870599909242044,9.097810858681944,False,False,False,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
268,1374,170000,80,RL,59.0,9434,Pave,3,Lvl,AllPub,Inside,3,Gilbert,Norm,Norm,1Fam,SLvl,7,5,2004,2005,Gable,CompShg,WdShing,Wd Shng,None,0.0,4,3,PConc,4,3,1,1,0.0,1,0.0,384.0,384.0,GasA,5,Y,SBrkr,744,630,0,0.0,0.0,2,1,3,1,4,6,8,1,4,BuiltIn,2004.0,Fin,2.0,400.0,3,3,Y,100,0,0,0,0,0,No,0,8,2009,WD ,Normal,12.043553716032399,9.008896806131588,False,False,False,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2082,1350,165000,20,RL,78.0,10140,Pave,4,Lvl,AllPub,Inside,3,NWAmes,Norm,Norm,1Fam,1Story,6,5,1974,1974,Hip,CompShg,HdBoard,HdBoard,BrkFace,174.0,3,3,CBlock,4,3,0,1,0.0,1,0.0,1064.0,1064.0,GasA,3,Y,SBrkr,1350,0,0,0.0,0.0,2,0,3,1,3,7,8,1,3,Attchd,1974.0,RFn,2.0,478.0,3,3,Y,0,0,0,0,0,0,MnPrv,0,8,2009,WD ,Normal,12.013700752882718,8.981927569288189,False,False,False,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1584,1536,138400,50,RM,52.0,6240,Pave,4,Lvl,AllPub,Inside,3,BrkSide,Norm,Norm,1Fam,1.5Fin,5,5,1930,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,3,BrkTil,3,3,0,2,448.0,1,0.0,480.0,928.0,GasA,3,Y,FuseF,928,608,0,0.0,0.0,2,0,4,1,3,7,8,1,4,Detchd,1930.0,Unf,2.0,480.0,3,3,Y,0,10,0,0,0,0,MnPrv,0,3,2010,WD ,Normal,11.837903322165706,9.180126149771647,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
244,2956,342000,60,RL,99.0,13069,Pave,3,Lvl,AllPub,Inside,3,NridgHt,Norm,Norm,1Fam,2Story,8,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,BrkFace,502.0,4,3,PConc,4,3,2,1,0.0,1,0.0,1706.0,1706.0,GasA,5,Y,SBrkr,1718,1238,0,0.0,0.0,2,1,5,1,5,11,8,1,5,BuiltIn,2004.0,RFn,3.0,916.0,3,3,Y,194,50,0,0,0,0,No,0,8,2007,WD ,Normal,12.742566016044742,10.208914688118632,False,False,False,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0
735,999,134500,85,RL,69.0,10205,Pave,3,Lvl,AllPub,Inside,3,NAmes,Norm,Norm,1Fam,SFoyer,5,5,1962,1962,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,3,CBlock,3,3,2,4,784.0,1,0.0,141.0,925.0,GasA,3,Y,SBrkr,999,0,0,1.0,0.0,1,0,3,1,3,6,8,0,0,Attchd,1962.0,Unf,1.0,300.0,3,3,Y,150,72,0,0,0,0,No,0,5,2006,WD ,Normal,11.809319478024031,8.525401396184888,False,False,False,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
